Fecha,kilosnetos,Valortotal,Precio Unitario FOB (USD) Peso Neto,Desvest
2019-01-02,1365.925,10661.407500000001,11.685347224908334,5.959085714153979
2019-01-03,24619.0,69141.51,2.80846135098907,0.0
2019-01-04,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-07,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-08,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-09,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-10,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-11,495.0,1955.5525,3.9506080542264748,3.9872408302092195e-06
2019-01-14,660.5,4909.6,7.91333333333335,5.30801490410704
2019-01-15,660.5,4909.6,7.91333333333335,5.30801490410704
2019-01-16,417.2,900.0,2.15723873441994,0.0
2019-01-17,933.0,7562.2,8.10525187566988,0.0
2019-01-18,27485.2,138629.1225,6.321863214285726,3.7663956581077507
2019-01-21,27485.2,138629.1225,6.321863214285726,3.7663956581077507
2019-01-22,9000.0,42496.98,4.72188666666667,0.0
2019-01-23,9000.0,42496.98,4.72188666666667,0.0
2019-01-24,9000.0,42496.98,4.72188666666667,0.0
2019-01-25,9000.0,42496.98,4.72188666666667,0.0
2019-01-28,40000.0,232640.0,5.816,0.0
2019-01-29,5400.0,20304.0,3.76,0.0
2019-01-30,5400.0,20304.0,3.76,0.0
2019-01-31,25189.0,72214.93,2.86692326015324,0.0
2019-02-01,7003.433333333333,24152.97333333334,3.821291427482445,1.6732280643104427
2019-02-04,7003.433333333333,24152.97333333334,3.821291427482445,1.6732280643104427
2019-02-05,480.0,5600.0,11.6666666666667,0.0
2019-02-06,480.0,5600.0,11.6666666666667,0.0
2019-02-07,480.0,5600.0,11.6666666666667,0.0
2019-02-08,480.0,5600.0,11.6666666666667,0.0
2019-02-11,480.0,5600.0,11.6666666666667,0.0
2019-02-12,480.0,5600.0,11.6666666666667,0.0
2019-02-13,480.0,5600.0,11.6666666666667,0.0
2019-02-14,480.0,5600.0,11.6666666666667,0.0
2019-02-15,23255.0,94045.85,3.8901501516897072,0.5608505266997396
2019-02-18,23255.0,94045.85,3.8901501516897072,0.5608505266997396
2019-02-19,650.5600000000001,5347.82,12.85882143346619,5.003904472185315
2019-02-20,16853.333333333332,43010.666666666664,2.9028571428571435,0.6284870073178505
2019-02-21,1071.2,7871.4,7.34820761762509,0.0
2019-02-22,1071.2,7871.4,7.34820761762509,0.0
2019-02-25,1690.0,6710.8,3.9708875739645,0.0
2019-02-26,4870.166666666667,18963.135,3.75880771733776,1.2404824882201169
2019-02-27,4870.166666666667,18963.135,3.75880771733776,1.2404824882201169
2019-02-28,4870.166666666667,18963.135,3.75880771733776,1.2404824882201169
2019-03-01,4870.166666666667,18963.135,3.75880771733776,1.2404824882201169
2019-03-04,7978.0,30650.193999999996,3.813687605326668,1.4650494939464207
2019-03-05,7978.0,30650.193999999996,3.813687605326668,1.4650494939464207
2019-03-06,7978.0,30650.193999999996,3.813687605326668,1.4650494939464207
2019-03-07,694.5,4853.75,6.37784722222223,3.541880824135202
2019-03-08,694.5,4853.75,6.37784722222223,3.541880824135202
2019-03-11,24035.0,116811.64000000001,4.9683111714684,0.23046578791811526
2019-03-12,900.0,5050.0,8.83333333333335,6.835365551469983
2019-03-13,900.0,5050.0,8.83333333333335,6.835365551469983
2019-03-14,900.0,5050.0,8.83333333333335,6.835365551469983
2019-03-15,900.0,5050.0,8.83333333333335,6.835365551469983
2019-03-18,900.0,5050.0,8.83333333333335,6.835365551469983
2019-03-19,497.34,1053.0,2.11726384364821,0.0
2019-03-20,497.34,1053.0,2.11726384364821,0.0
2019-03-21,497.34,1053.0,2.11726384364821,0.0
2019-03-22,50288.0,141193.22,2.8076920935412,0.0
2019-03-25,50288.0,141193.22,2.8076920935412,0.0
2019-03-26,50288.0,141193.22,2.8076920935412,0.0
2019-03-27,27539.0,79800.08,3.28580853867966,0.6706079957607417
2019-03-28,9500.0,34880.24,4.22787074468085,0.8035975194095056
2019-03-29,9500.0,34880.24,4.22787074468085,0.8035975194095056
2019-04-01,9500.0,34880.24,4.22787074468085,0.8035975194095056
2019-04-02,1049.2,7368.0,7.0224933282501,0.0
2019-04-03,3960.0,18701.05,4.72248737373737,0.0
2019-04-04,40000.0,190258.56,4.756464,0.0
2019-04-05,40000.0,190258.56,4.756464,0.0
2019-04-08,12047.25,37582.29,4.619603531097343,2.6672296789324275
2019-04-09,12047.25,37582.29,4.619603531097343,2.6672296789324275
2019-04-10,12047.25,37582.29,4.619603531097343,2.6672296789324275
2019-04-11,881.0,8130.0,9.22814982973893,0.0
2019-04-12,1500.0,9090.0,6.06,0.0
2019-04-15,4325.9875,17855.835,4.607865830984437,2.424149119469247
2019-04-16,9850.0,35763.885,4.19816097744361,0.8636750026679543
2019-04-17,9850.0,35763.885,4.19816097744361,0.8636750026679543
2019-04-18,9850.0,35763.885,4.19816097744361,0.8636750026679543
2019-04-19,9850.0,35763.885,4.19816097744361,0.8636750026679543
2019-04-22,9850.0,35763.885,4.19816097744361,0.8636750026679543
2019-04-23,288.0,2642.4,9.175,0.0
2019-04-24,25000.0,71975.0,2.879,0.0
2019-04-25,25000.0,71975.0,2.879,0.0
2019-04-26,25000.0,71975.0,2.879,0.0
2019-04-29,25000.0,71975.0,2.879,0.0
2019-04-30,50000.0,237809.52,4.754142,0.014484375305825045
2019-05-01,50000.0,237809.52,4.754142,0.014484375305825045
2019-05-02,50000.0,237809.52,4.754142,0.014484375305825045
2019-05-03,50000.0,237809.52,4.754142,0.014484375305825045
2019-05-06,384.0,4480.0,11.6666666666667,0.0
2019-05-07,384.0,4480.0,11.6666666666667,0.0
2019-05-08,3023.34,5412.0,1.79007323026851,0.0
2019-05-09,3023.34,5412.0,1.79007323026851,0.0
2019-05-10,8568.866666666667,27423.35666666667,4.945698433206187,3.940406014912212
2019-05-13,8568.866666666667,27423.35666666667,4.945698433206187,3.940406014912212
2019-05-14,3344.05,12703.842499999999,4.912261225782697,2.5626064606116703
2019-05-15,3344.05,12703.842499999999,4.912261225782697,2.5626064606116703
2019-05-16,3344.05,12703.842499999999,4.912261225782697,2.5626064606116703
2019-05-17,3344.05,12703.842499999999,4.912261225782697,2.5626064606116703
2019-05-20,3344.05,12703.842499999999,4.912261225782697,2.5626064606116703
2019-05-21,2983.84,13600.0,4.55788514129444,0.0
2019-05-22,2983.84,13600.0,4.55788514129444,0.0
2019-05-23,25000.0,62500.0,2.5,0.0
2019-05-24,25000.0,62500.0,2.5,0.0
2019-05-27,49978.0,147458.17,2.95046160310537,0.0
2019-05-28,25239.0,74466.7,2.95046158722612,0.0
2019-05-29,40000.0,193833.0,4.845825,0.0
2019-05-30,40000.0,193833.0,4.845825,0.0
2019-05-31,40000.0,193833.0,4.845825,0.0
2019-06-03,8042.0,32655.336,4.443455607017544,1.7017770471230185
2019-06-04,8042.0,32655.336,4.443455607017544,1.7017770471230185
2019-06-05,142.25333333333333,819.7333333333332,4.879378305495963,2.454506464180191
2019-06-06,142.25333333333333,819.7333333333332,4.879378305495963,2.454506464180191
2019-06-07,142.25333333333333,819.7333333333332,4.879378305495963,2.454506464180191
2019-06-10,25249.0,73191.03,2.89876945621609,0.0
2019-06-11,25249.0,73191.03,2.89876945621609,0.0
2019-06-12,25249.0,73191.03,2.89876945621609,0.0
2019-06-13,25249.0,73191.03,2.89876945621609,0.0
2019-06-14,25249.0,73191.03,2.89876945621609,0.0
2019-06-17,20000.0,66333.15,3.3166575,0.0
2019-06-18,12829.5,39294.05,7.28271774097464,6.199840027464671
2019-06-19,12829.5,39294.05,7.28271774097464,6.199840027464671
2019-06-20,12829.5,39294.05,7.28271774097464,6.199840027464671
2019-06-21,1388.2,9478.5,6.82790664169428,0.0
2019-06-24,200.0,600.0,3.0,0.0
2019-06-25,200.0,600.0,3.0,0.0
2019-06-26,630.0,6224.0,7.91333333333335,5.30801490410704
2019-06-27,630.0,6224.0,7.91333333333335,5.30801490410704
2019-06-28,40000.0,194450.4,4.86126,0.0
2019-07-01,25279.0,79148.55,3.13100003955853,0.0
2019-07-02,25279.0,79148.55,3.13100003955853,0.0
2019-07-03,25279.0,79148.55,3.13100003955853,0.0
2019-07-04,625.0,2175.0,3.48,0.0
2019-07-05,530.0,2256.0,4.25660377358491,0.0
2019-07-08,530.0,2256.0,4.25660377358491,0.0
2019-07-09,530.0,2256.0,4.25660377358491,0.0
2019-07-10,85139.0,405110.21,4.285500019889415,1.6327095296318581
2019-07-11,85139.0,405110.21,4.285500019889415,1.6327095296318581
2019-07-12,85139.0,405110.21,4.285500019889415,1.6327095296318581
2019-07-15,40000.0,225200.0,5.63,0.0
2019-07-16,40000.0,225200.0,5.63,0.0
2019-07-17,40000.0,225200.0,5.63,0.0
2019-07-18,40000.0,225200.0,5.63,0.0
2019-07-19,40000.0,225200.0,5.63,0.0
2019-07-22,6302.0,22161.940000000002,5.164666567787958,2.540744300999515
2019-07-23,4845.733333333334,16405.933333333334,4.898196986026437,2.68356767304212
2019-07-24,403.2,4752.0,11.7857142857143,0.0
2019-07-25,403.2,4752.0,11.7857142857143,0.0
2019-07-26,25825.0,82501.525,4.625045454545455,2.112899344620058
2019-07-29,16770.066666666666,67366.21666666666,4.155399404558687,0.87001010274552
2019-07-30,16770.066666666666,67366.21666666666,4.155399404558687,0.87001010274552
2019-07-31,50362.0,157679.55,3.13092311663556,0.0
2019-08-01,50362.0,157679.55,3.13092311663556,0.0
2019-08-02,40000.0,207324.0,5.1831,0.0
2019-08-05,40000.0,207324.0,5.1831,0.0
2019-08-06,4611.4857142857145,18493.955714285716,4.20017618120196,1.8591240431333966
2019-08-07,11186.713333333333,36412.458333333336,3.503241712171335,1.5250150607769795
2019-08-08,11186.713333333333,36412.458333333336,3.503241712171335,1.5250150607769795
2019-08-09,10000.0,44197.71,4.605135625,1.3107258332960146
2019-08-12,10000.0,44197.71,4.605135625,1.3107258332960146
2019-08-13,10000.0,44197.71,4.605135625,1.3107258332960146
2019-08-14,25103.0,78597.49,3.13099988049237,0.0
2019-08-15,25103.0,78597.49,3.13099988049237,0.0
2019-08-16,25103.0,78597.49,3.13099988049237,0.0
2019-08-19,25103.0,78597.49,3.13099988049237,0.0
2019-08-20,25103.0,78597.49,3.13099988049237,0.0
2019-08-21,300.0,1248.0,4.16,0.0
2019-08-22,300.0,1248.0,4.16,0.0
2019-08-23,300.0,1248.0,4.16,0.0
2019-08-26,27116.0,89838.195,4.255499979936992,1.484003726465107
2019-08-27,25000.0,55000.0,2.2,0.0
2019-08-28,25000.0,55000.0,2.2,0.0
2019-08-29,25000.0,55000.0,2.2,0.0
2019-08-30,25000.0,55000.0,2.2,0.0
2019-09-02,7638.0,25306.38,2.66514456233422,0.9406564609917706
2019-09-03,7638.0,25306.38,2.66514456233422,0.9406564609917706
2019-09-04,7638.0,25306.38,2.66514456233422,0.9406564609917706
2019-09-05,113.0,300.0,2.65486725663717,0.0
2019-09-06,5883.044,17369.4,4.162208033856292,2.77975549438631
2019-09-09,5883.044,17369.4,4.162208033856292,2.77975549438631
2019-09-10,7288.166666666667,26119.65166666667,4.875663500999703,1.3881043272535702
2019-09-11,8818.833333333334,47715.75333333333,5.583384083387148,2.793328289963154
2019-09-12,8818.833333333334,47715.75333333333,5.583384083387148,2.793328289963154
2019-09-13,8818.833333333334,47715.75333333333,5.583384083387148,2.793328289963154
2019-09-16,8818.833333333334,47715.75333333333,5.583384083387148,2.793328289963154
2019-09-17,8818.833333333334,47715.75333333333,5.583384083387148,2.793328289963154
2019-09-18,805.0,1789.8,2.22335403726708,0.0
2019-09-19,805.0,1789.8,2.22335403726708,0.0
2019-09-20,1800.0,7050.37,3.91687222222222,0.0
2019-09-23,300.0,1248.0,4.16,0.0
2019-09-24,770.6,5952.6,6.688449502133715,2.307360841779076
2019-09-25,25144.4,74832.65999999999,6.63799992045816,5.178850177899424
2019-09-26,25144.4,74832.65999999999,6.63799992045816,5.178850177899424
2019-09-27,60000.0,342000.0,5.7,0.0
2019-09-30,3232.22,14772.0,4.57023346183119,0.0
